frame,timestamp,target_cx,target_cy,target_class,confidence,error_x,error_y,distance,output_x,output_y,aim_x,aim_y,steps,settled,dt
345,1785364541.452,996.2,542.6,1,0.852,36.2,-0.4,36.2,13.81,-0.08,996.2,539.6,"[[7, 0], [5, 0], [1, 0]]",0,0.0088
346,1785364541.466,996.2,542.6,1,0.852,36.2,-0.4,36.2,12.65,-0.09,996.2,539.6,"[[7, 0], [5, 0]]",0,0.0136
347,1785364541.477,996.2,542.6,1,0.852,36.2,-0.4,36.2,12.65,-0.09,996.2,539.6,"[[7, 0], [5, 0]]",0,0.0106
348,1785364541.486,1020.4,543.0,1,0.852,60.4,0.1,60.4,22.34,0.03,1020.4,540.1,"[[10, 0], [7, 0], [5, 0], [1, 0]]",0,0.0096
349,1785364541.500,1020.4,543.0,1,0.852,60.4,0.1,60.4,21.13,0.02,1020.4,540.1,"[[9, 0], [7, 0], [5, 0]]",0,0.0142
350,1785364541.514,1020.4,543.0,1,0.852,60.4,0.1,60.4,21.13,0.02,1020.4,540.1,"[[9, 0], [7, 0], [5, 0]]",0,0.0134
351,1785364541.526,1037.3,541.7,1,0.867,77.3,-1.4,77.3,27.91,-0.34,1037.3,538.6,"[[11, 0], [8, 0], [6, 0], [3, 0]]",0,0.0122
352,1785364541.542,1037.3,541.7,1,0.867,77.3,-1.4,77.3,27.06,-0.30,1037.3,538.6,"[[11, 0], [8, 0], [6, 0], [2, 0]]",0,0.0166
353,1785364541.558,1038.9,539.7,1,0.834,78.9,-3.5,78.9,27.69,-0.80,1038.9,536.5,"[[11, 0], [8, 0], [6, 0], [3, 0]]",0,0.0154
354,1785364541.573,1038.9,539.7,1,0.834,78.9,-3.5,78.9,27.61,-0.74,1038.9,536.5,"[[11, 0], [8, 0], [6, 0], [3, 0]]",0,0.0153
355,1785364541.590,1029.8,539.4,1,0.869,69.8,-3.7,69.8,23.97,-0.79,1029.8,536.3,"[[10, 0], [7, 0], [5, 0], [1, 0]]",0,0.0164
356,1785364541.608,1029.8,539.4,1,0.869,69.8,-3.7,69.8,24.42,-0.78,1029.8,536.3,"[[10, 0], [7, 0], [5, 0], [1, 0]]",0,0.0186
357,1785364541.626,1010.8,538.9,1,0.878,50.8,-4.3,50.9,16.85,-0.93,1010.8,535.7,"[[8, 0], [6, 0], [3, 0]]",0,0.0177
358,1785364541.643,1010.8,538.9,1,0.878,50.8,-4.3,50.9,17.80,-0.91,1010.8,535.7,"[[8, 0], [6, 0], [3, 0]]",0,0.0171
359,1785364541.657,981.7,539.1,1,0.877,21.7,-4.0,21.8,6.13,-0.84,981.7,536.0,"[[5, -1], [1, 0]]",0,0.0135
360,1785364541.667,981.7,539.1,1,0.877,21.7,-4.0,21.8,7.59,-0.85,981.7,536.0,"[[6, -1], [2, 0]]",0,0.0107
361,1785364541.678,981.7,539.1,1,0.877,21.7,-4.0,21.8,7.59,-0.85,981.7,536.0,"[[6, -1], [2, 0]]",0,0.0106
362,1785364541.688,953.2,539.4,1,0.826,-6.8,-3.8,7.2,-3.81,-0.79,953.2,536.2,"[[-4, -1]]",0,0.0101
363,1785364541.697,953.2,539.4,1,0.826,-6.8,-3.8,7.2,-2.38,-0.79,953.2,536.2,"[[-2, -1]]",0,0.0091
364,1785364541.706,953.2,539.4,1,0.826,-6.8,-3.8,7.2,-2.38,-0.79,953.2,536.2,"[[-2, -1]]",0,0.0094
365,1785364541.716,953.2,539.4,1,0.826,-6.8,-3.8,7.2,-2.38,-0.79,953.2,536.2,"[[-2, -1]]",0,0.0092
366,1785364541.726,937.3,540.1,1,0.748,-22.7,-3.0,22.8,-8.75,-0.60,937.3,537.0,"[[-6, 0], [-3, 0]]",0,0.0106
367,1785364541.737,937.3,540.1,1,0.748,-22.7,-3.0,22.8,-7.95,-0.63,937.3,537.0,"[[-6, 0], [-2, 0]]",0,0.0106
368,1785364541.750,937.3,540.1,1,0.748,-22.7,-3.0,22.8,-7.95,-0.63,937.3,537.0,"[[-6, 0], [-2, 0]]",0,0.0130
369,1785364541.762,918.5,540.1,1,0.803,-41.5,-3.0,41.5,-15.45,-0.62,918.5,537.0,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0120
370,1785364541.776,918.5,540.1,1,0.803,-41.5,-3.0,41.5,-14.51,-0.62,918.5,537.0,"[[-7, 0], [-6, 0], [-1, 0]]",0,0.0139
371,1785364541.790,908.2,541.2,1,0.864,-51.8,-1.9,51.8,-18.64,-0.36,908.2,538.1,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0143
372,1785364541.803,908.2,541.2,1,0.864,-51.8,-1.9,51.8,-18.12,-0.40,908.2,538.1,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0131
373,1785364541.816,908.2,541.2,1,0.864,-51.8,-1.9,51.8,-18.12,-0.40,908.2,538.1,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0133
374,1785364541.831,908.1,542.6,1,0.867,-51.9,-0.5,51.9,-18.16,-0.05,908.1,539.5,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0147
375,1785364541.844,908.1,542.6,1,0.867,-51.9,-0.5,51.9,-18.15,-0.09,908.1,539.5,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0128
376,1785364541.856,916.9,542.9,1,0.857,-43.1,-0.2,43.1,-14.65,-0.03,916.9,539.8,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0121
377,1785364541.870,916.9,542.9,1,0.857,-43.1,-0.2,43.1,-15.09,-0.04,916.9,539.8,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0141
378,1785364541.884,916.9,542.9,1,0.857,-43.1,-0.2,43.1,-15.09,-0.04,916.9,539.8,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0139
379,1785364541.897,931.4,542.6,1,0.871,-28.6,-0.5,28.6,-9.30,-0.11,931.4,539.5,"[[-6, 0], [-3, 0]]",0,0.0134
380,1785364541.909,931.4,542.6,1,0.871,-28.6,-0.5,28.6,-10.03,-0.10,931.4,539.5,"[[-6, 0], [-4, 0]]",0,0.0115
381,1785364541.921,951.2,542.6,1,0.719,-8.8,-0.4,8.8,-2.09,-0.09,951.2,539.6,"[[-2, 0]]",0,0.0121
382,1785364541.930,951.2,542.6,1,0.719,-8.8,-0.4,8.8,-3.08,-0.09,951.2,539.6,"[[-3, 0]]",0,0.0086
383,1785364541.941,951.2,542.6,1,0.719,-8.8,-0.4,8.8,-3.08,-0.09,951.2,539.6,"[[-3, 0]]",0,0.0117
384,1785364541.950,951.2,542.6,1,0.719,-8.8,-0.4,8.8,-3.08,-0.09,951.2,539.6,"[[-3, 0]]",0,0.0089
385,1785364541.959,973.7,542.6,1,0.867,13.7,-0.5,13.7,5.92,-0.11,973.7,539.5,"[[5, 0], [1, 0]]",0,0.0089
386,1785364541.971,973.7,542.6,1,0.867,13.7,-0.5,13.7,4.79,-0.11,973.7,539.5,"[[5, 0]]",0,0.0121
387,1785364541.979,973.7,542.6,1,0.867,13.7,-0.5,13.7,4.79,-0.11,973.7,539.5,"[[5, 0]]",0,0.0082
388,1785364541.987,989.9,542.4,1,0.875,29.9,-0.6,29.9,11.29,-0.13,989.9,539.4,"[[7, 0], [5, 0]]",0,0.0080
389,1785364541.997,989.9,542.4,1,0.875,29.9,-0.6,29.9,10.48,-0.13,989.9,539.4,"[[6, 0], [4, 0]]",0,0.0094
390,1785364542.010,989.9,542.4,1,0.875,29.9,-0.6,29.9,10.48,-0.13,989.9,539.4,"[[6, 0], [4, 0]]",0,0.0130
391,1785364542.021,1006.3,542.5,1,0.864,46.3,-0.6,46.3,17.04,-0.12,1006.3,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0115
392,1785364542.034,1006.3,542.5,1,0.864,46.3,-0.6,46.3,16.22,-0.12,1006.3,539.4,"[[8, 0], [6, 0], [2, 0]]",0,0.0127
393,1785364542.047,1006.3,542.5,1,0.864,46.3,-0.6,46.3,16.22,-0.12,1006.3,539.4,"[[8, 0], [6, 0], [2, 0]]",0,0.0132
394,1785364542.059,1008.8,542.4,1,0.756,48.8,-0.6,48.8,17.21,-0.12,1008.8,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0114
395,1785364542.072,1008.8,542.4,1,0.756,48.8,-0.6,48.8,17.09,-0.12,1008.8,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0134
396,1785364542.086,1008.8,542.4,1,0.756,48.8,-0.6,48.8,17.09,-0.12,1008.8,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0139
397,1785364542.098,1008.8,542.4,1,0.754,48.8,-0.6,48.8,17.09,-0.13,1008.8,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0118
398,1785364542.110,1008.8,542.4,1,0.754,48.8,-0.6,48.8,17.09,-0.12,1008.8,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0126
399,1785364542.123,990.9,542.5,1,0.817,30.9,-0.5,30.9,9.93,-0.11,990.9,539.5,"[[6, 0], [4, 0]]",0,0.0122
400,1785364542.133,990.9,542.5,1,0.817,30.9,-0.5,30.9,10.83,-0.11,990.9,539.5,"[[7, 0], [4, 0]]",0,0.0103
401,1785364542.144,990.9,542.5,1,0.817,30.9,-0.5,30.9,10.83,-0.11,990.9,539.5,"[[7, 0], [4, 0]]",0,0.0111
402,1785364542.154,973.6,542.6,1,0.870,13.6,-0.5,13.6,3.91,-0.11,973.6,539.5,"[[4, 0]]",0,0.0104
403,1785364542.163,973.6,542.6,1,0.870,13.6,-0.5,13.6,4.78,-0.11,973.6,539.5,"[[5, 0]]",0,0.0083
404,1785364542.171,973.6,542.6,1,0.870,13.6,-0.5,13.6,4.78,-0.11,973.6,539.5,"[[5, 0]]",0,0.0081
405,1785364542.181,973.6,542.6,1,0.870,13.6,-0.5,13.6,4.78,-0.11,973.6,539.5,"[[5, 0]]",0,0.0102
406,1785364542.189,950.4,542.5,1,0.863,-9.6,-0.5,9.7,-4.54,-0.11,950.4,539.5,"[[-5, 0]]",0,0.0084
407,1785364542.198,950.4,542.5,1,0.863,-9.6,-0.5,9.7,-3.38,-0.11,950.4,539.5,"[[-3, 0]]",0,0.0087
408,1785364542.209,950.4,542.5,1,0.863,-9.6,-0.5,9.7,-3.38,-0.11,950.4,539.5,"[[-3, 0]]",0,0.0105
409,1785364542.217,950.4,542.5,1,0.863,-9.6,-0.5,9.7,-3.38,-0.11,950.4,539.5,"[[-3, 0]]",0,0.0088
410,1785364542.227,930.8,542.3,1,0.867,-29.2,-0.7,29.2,-11.18,-0.15,930.8,539.3,"[[-7, 0], [-5, 0]]",0,0.0096
411,1785364542.241,930.8,542.3,1,0.867,-29.2,-0.7,29.2,-10.20,-0.15,930.8,539.3,"[[-6, 0], [-4, 0]]",0,0.0137
412,1785364542.254,930.8,542.3,1,0.867,-29.2,-0.7,29.2,-10.20,-0.15,930.8,539.3,"[[-6, 0], [-4, 0]]",0,0.0135
413,1785364542.268,913.6,542.4,1,0.866,-46.4,-0.6,46.4,-17.11,-0.13,913.6,539.4,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0137
414,1785364542.282,913.6,542.4,1,0.866,-46.4,-0.6,46.4,-16.25,-0.13,913.6,539.4,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0144
415,1785364542.298,905.1,542.4,1,0.839,-54.9,-0.6,54.9,-19.63,-0.12,905.1,539.4,"[[-9, 0], [-7, 0], [-4, 0]]",0,0.0155
416,1785364542.314,905.1,542.4,1,0.839,-54.9,-0.6,54.9,-19.20,-0.12,905.1,539.4,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0159
417,1785364542.328,907.7,542.4,1,0.873,-52.3,-0.6,52.3,-18.19,-0.13,907.7,539.4,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0137
418,1785364542.340,907.7,542.4,1,0.873,-52.3,-0.6,52.3,-18.31,-0.13,907.7,539.4,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0128
419,1785364542.356,919.7,555.5,0,0.896,-40.3,3.6,40.3,-13.50,0.87,919.7,543.6,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0157
420,1785364542.368,919.7,555.5,0,0.896,-40.3,3.6,40.3,-14.10,0.75,919.7,543.6,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0120
421,1785364542.382,919.7,555.5,0,0.896,-40.3,3.6,40.3,-14.10,0.75,919.7,543.6,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0138
422,1785364542.395,931.3,555.5,0,0.890,-28.7,3.5,28.8,-9.48,0.72,931.3,543.5,"[[-6, 0], [-3, 0]]",0,0.0128
423,1785364542.405,931.3,555.5,0,0.890,-28.7,3.5,28.8,-10.05,0.73,931.3,543.5,"[[-6, 0], [-4, 0]]",0,0.0098
424,1785364542.418,931.3,555.5,0,0.890,-28.7,3.5,28.8,-10.05,0.73,931.3,543.5,"[[-6, 0], [-4, 0]]",0,0.0130
425,1785364542.430,949.1,542.4,1,0.875,-10.9,-0.5,10.9,-2.94,-0.23,949.1,539.5,"[[-3, 0]]",0,0.0120
426,1785364542.442,949.1,542.4,1,0.875,-10.9,-0.5,10.9,-3.83,-0.11,949.1,539.5,"[[-4, 0]]",0,0.0123
427,1785364542.455,949.1,542.4,1,0.875,-10.9,-0.5,10.9,-3.83,-0.11,949.1,539.5,"[[-4, 0]]",0,0.0131
428,1785364542.463,972.7,542.5,1,0.868,12.7,-0.5,12.7,5.64,-0.11,972.7,539.5,"[[5, 0]]",0,0.0082
429,1785364542.473,972.7,542.5,1,0.868,12.7,-0.5,12.7,4.46,-0.11,972.7,539.5,"[[4, 0]]",0,0.0093
430,1785364542.483,972.7,542.5,1,0.868,12.7,-0.5,12.7,4.46,-0.11,972.7,539.5,"[[4, 0]]",0,0.0101
431,1785364542.492,986.1,542.2,1,0.875,26.1,-0.8,26.1,9.79,-0.17,986.1,539.2,"[[6, 0], [4, 0]]",0,0.0094
432,1785364542.503,986.1,542.2,1,0.875,26.1,-0.8,26.1,9.13,-0.16,986.1,539.2,"[[6, 0], [3, 0]]",0,0.0110
433,1785364542.513,986.1,542.2,1,0.875,26.1,-0.8,26.1,9.13,-0.16,986.1,539.2,"[[6, 0], [3, 0]]",0,0.0101
434,1785364542.524,1001.5,542.3,1,0.870,41.5,-0.7,41.5,15.29,-0.15,1001.5,539.3,"[[8, 0], [6, 0], [2, 0]]",0,0.0111
435,1785364542.537,1001.5,542.3,1,0.870,41.5,-0.7,41.5,14.52,-0.15,1001.5,539.3,"[[8, 0], [6, 0], [1, 0]]",0,0.0125
436,1785364542.550,1001.5,542.3,1,0.870,41.5,-0.7,41.5,14.52,-0.15,1001.5,539.3,"[[8, 0], [6, 0], [1, 0]]",0,0.0128
437,1785364542.562,1007.8,555.4,0,0.902,47.8,3.6,47.8,17.03,0.88,1007.8,543.6,"[[8, 0], [6, 0], [3, 0]]",0,0.0127
438,1785364542.576,1007.8,555.4,0,0.902,47.8,3.6,47.8,16.72,0.75,1007.8,543.6,"[[8, 0], [6, 0], [3, 0]]",0,0.0140
439,1785364542.589,1007.3,555.4,0,0.906,47.3,3.5,47.3,16.51,0.73,1007.3,543.5,"[[8, 0], [6, 0], [3, 0]]",0,0.0130
440,1785364542.603,1007.3,555.4,0,0.906,47.3,3.5,47.3,16.54,0.73,1007.3,543.5,"[[8, 0], [6, 0], [3, 0]]",0,0.0136
441,1785364542.616,1007.3,555.4,0,0.906,47.3,3.5,47.3,16.54,0.73,1007.3,543.5,"[[8, 0], [6, 0], [3, 0]]",0,0.0133
442,1785364542.629,996.7,555.5,0,0.903,36.7,3.6,36.8,12.33,0.75,996.7,543.6,"[[7, 0], [5, 0]]",0,0.0132
443,1785364542.644,996.7,555.5,0,0.903,36.7,3.6,36.8,12.86,0.75,996.7,543.6,"[[7, 0], [5, 0], [1, 0]]",0,0.0142
444,1785364542.657,978.3,555.6,0,0.897,18.3,3.5,18.5,5.50,0.72,978.3,543.5,"[[5, 1]]",0,0.0134
445,1785364542.666,978.3,555.6,0,0.897,18.3,3.5,18.5,6.42,0.73,978.3,543.5,"[[5, 1], [1, 0]]",0,0.0086
446,1785364542.679,978.3,555.6,0,0.897,18.3,3.5,18.5,6.42,0.73,978.3,543.5,"[[5, 1], [1, 0]]",0,0.0137
447,1785364542.693,958.9,542.2,1,0.773,-1.1,-0.8,1.2,-1.36,-0.30,958.9,539.2,"[[-1, 0]]",0,0.0135
448,1785364542.705,958.9,542.2,1,0.773,-1.1,-0.8,1.2,-0.38,-0.18,958.9,539.2,"[]",0,0.0115
449,1785364542.714,958.9,542.2,1,0.773,-1.1,-0.8,1.2,-0.38,-0.18,958.9,539.2,"[]",0,0.0098
450,1785364542.723,958.9,542.2,1,0.773,-1.1,-0.8,1.2,-0.38,-0.18,958.9,539.2,"[]",0,0.0087
451,1785364542.731,939.2,542.4,1,0.876,-20.8,-0.6,20.8,-8.27,-0.12,939.2,539.4,"[[-6, 0], [-2, 0]]",0,0.0083
452,1785364542.743,939.2,542.4,1,0.876,-20.8,-0.6,20.8,-7.29,-0.13,939.2,539.4,"[[-6, 0], [-2, 0]]",0,0.0117
453,1785364542.754,922.3,542.4,1,0.877,-37.7,-0.6,37.7,-14.04,-0.12,922.3,539.4,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0111
454,1785364542.766,922.3,542.4,1,0.877,-37.7,-0.6,37.7,-13.20,-0.12,922.3,539.4,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0120
455,1785364542.778,922.3,542.4,1,0.877,-37.7,-0.6,37.7,-13.20,-0.12,922.3,539.4,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0123
456,1785364542.793,914.3,541.5,1,0.878,-45.7,-1.5,45.7,-16.39,-0.34,914.3,538.5,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0150
457,1785364542.808,914.3,541.5,1,0.878,-45.7,-1.5,45.7,-15.99,-0.31,914.3,538.5,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0143
458,1785364542.819,912.0,554.3,0,0.899,-48.0,2.0,48.1,-16.93,0.54,912.0,542.0,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0114
459,1785364542.831,912.0,554.3,0,0.899,-48.0,2.0,48.1,-16.81,0.43,912.0,542.0,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0121
460,1785364542.849,912.0,554.3,0,0.899,-48.0,2.0,48.1,-16.81,0.43,912.0,542.0,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0176
461,1785364542.861,919.3,554.4,0,0.903,-40.7,2.1,40.8,-13.89,0.44,919.3,542.1,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0118
462,1785364542.876,919.3,554.4,0,0.903,-40.7,2.1,40.8,-14.26,0.44,919.3,542.1,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0152
463,1785364542.888,932.0,554.2,0,0.898,-28.0,2.1,28.0,-9.17,0.45,932.0,542.1,"[[-6, 0], [-3, 0]]",0,0.0119
464,1785364542.899,932.0,554.2,0,0.898,-28.0,2.1,28.0,-9.80,0.45,932.0,542.1,"[[-6, 0], [-4, 0]]",0,0.0110
465,1785364542.912,932.0,554.2,0,0.898,-28.0,2.1,28.0,-9.80,0.45,932.0,542.1,"[[-6, 0], [-4, 0]]",0,0.0130
466,1785364542.922,953.4,540.9,1,0.819,-6.6,-2.1,6.7,-1.25,-0.57,953.4,537.9,"[[-1, -1]]",0,0.0102
467,1785364542.931,953.4,540.9,1,0.819,-6.6,-2.1,6.7,-2.32,-0.45,953.4,537.9,"[[-2, 0]]",0,0.0088
468,1785364542.939,953.4,540.9,1,0.819,-6.6,-2.1,6.7,-2.32,-0.45,953.4,537.9,"[[-2, 0]]",0,0.0085
469,1785364542.949,953.4,540.9,1,0.819,-6.6,-2.1,6.7,-2.32,-0.45,953.4,537.9,"[[-2, 0]]",0,0.0093
470,1785364542.957,968.9,541.0,1,0.797,8.9,-2.1,9.0,3.91,-0.44,968.9,537.9,"[[4, 0]]",0,0.0088
471,1785364542.967,968.9,541.0,1,0.797,8.9,-2.1,9.0,3.13,-0.44,968.9,537.9,"[[3, 0]]",0,0.0096
472,1785364542.977,968.9,541.0,1,0.797,8.9,-2.1,9.0,3.13,-0.44,968.9,537.9,"[[3, 0]]",0,0.0102
473,1785364542.988,988.6,541.0,1,0.870,28.6,-2.0,28.6,10.98,-0.41,988.6,538.0,"[[7, 0], [4, 0]]",0,0.0103
474,1785364542.999,988.6,541.0,1,0.870,28.6,-2.0,28.6,10.00,-0.41,988.6,538.0,"[[6, 0], [4, 0]]",0,0.0112
475,1785364543.011,988.6,541.0,1,0.870,28.6,-2.0,28.6,10.00,-0.41,988.6,538.0,"[[6, 0], [4, 0]]",0,0.0125
476,1785364543.021,1000.8,540.8,1,0.755,40.8,-2.2,40.8,14.88,-0.47,1000.8,537.8,"[[8, 0], [6, 0], [2, 0]]",0,0.0100
477,1785364543.033,1000.8,540.8,1,0.755,40.8,-2.2,40.8,14.27,-0.46,1000.8,537.8,"[[7, 0], [5, 0], [1, 0]]",0,0.0121
478,1785364543.047,1000.8,540.8,1,0.755,40.8,-2.2,40.8,14.27,-0.46,1000.8,537.8,"[[7, 0], [5, 0], [1, 0]]",0,0.0134
479,1785364543.061,1005.0,541.4,1,0.879,45.0,-1.5,45.0,15.96,-0.30,1005.0,538.5,"[[8, 0], [6, 0], [2, 0]]",0,0.0140
480,1785364543.076,1005.0,541.4,1,0.879,45.0,-1.5,45.0,15.75,-0.32,1005.0,538.5,"[[8, 0], [6, 0], [2, 0]]",0,0.0154
481,1785364543.089,1001.2,541.4,1,0.854,41.2,-1.6,41.2,14.25,-0.34,1001.2,538.4,"[[7, 0], [5, 0], [1, 0]]",0,0.0126
482,1785364543.100,1001.2,541.4,1,0.854,41.2,-1.6,41.2,14.43,-0.34,1001.2,538.4,"[[7, 0], [6, 0], [1, 0]]",0,0.0119
483,1785364543.117,1001.2,541.4,1,0.854,41.2,-1.6,41.2,14.43,-0.34,1001.2,538.4,"[[7, 0], [6, 0], [1, 0]]",0,0.0166
484,1785364543.129,988.5,541.5,1,0.874,28.5,-1.4,28.5,9.35,-0.29,988.5,538.6,"[[6, 0], [3, 0]]",0,0.0123
485,1785364543.141,988.5,541.5,1,0.874,28.5,-1.4,28.5,9.99,-0.30,988.5,538.6,"[[6, 0], [4, 0]]",0,0.0115
486,1785364543.151,973.4,541.5,1,0.866,13.4,-1.6,13.5,3.94,-0.33,973.4,538.4,"[[4, 0]]",0,0.0097
487,1785364543.159,973.4,541.5,1,0.866,13.4,-1.6,13.5,4.70,-0.33,973.4,538.4,"[[5, 0]]",0,0.0082
488,1785364543.169,973.4,541.5,1,0.866,13.4,-1.6,13.5,4.70,-0.33,973.4,538.4,"[[5, 0]]",0,0.0102
489,1785364543.179,973.4,541.5,1,0.866,13.4,-1.6,13.5,4.70,-0.33,973.4,538.4,"[[5, 0]]",0,0.0095
490,1785364543.187,959.5,554.7,0,0.899,-0.5,2.6,1.7,-0.87,0.68,959.5,542.6,"[[-1, 1]]",0,0.0084
491,1785364543.195,959.5,554.7,0,0.899,-0.5,2.6,1.7,-0.17,0.55,959.5,542.6,"[[0, 1]]",0,0.0086
492,1785364543.204,959.5,554.7,0,0.899,-0.5,2.6,1.7,-0.17,0.55,959.5,542.6,"[[0, 1]]",0,0.0082
493,1785364543.214,959.5,554.7,0,0.899,-0.5,2.6,1.7,-0.17,0.55,959.5,542.6,"[[0, 1]]",0,0.0108
494,1785364543.224,940.1,554.7,0,0.897,-19.9,2.6,20.0,-7.95,0.55,940.1,542.6,"[[-6, 0], [-2, 0]]",0,0.0093
495,1785364543.235,940.1,554.7,0,0.897,-19.9,2.6,20.0,-6.97,0.55,940.1,542.6,"[[-6, 0], [-1, 0]]",0,0.0111
496,1785364543.245,940.1,554.7,0,0.897,-19.9,2.6,20.0,-6.97,0.55,940.1,542.6,"[[-6, 0], [-1, 0]]",0,0.0100
497,1785364543.254,924.4,554.6,0,0.908,-35.6,2.6,35.6,-13.24,0.54,924.4,542.6,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0092
498,1785364543.266,924.4,554.6,0,0.908,-35.6,2.6,35.6,-12.46,0.54,924.4,542.6,"[[-7, 0], [-5, 0]]",0,0.0115
499,1785364543.279,924.4,554.6,0,0.908,-35.6,2.6,35.6,-12.46,0.54,924.4,542.6,"[[-7, 0], [-5, 0]]",0,0.0135
500,1785364543.289,917.8,554.7,0,0.896,-42.2,2.6,42.2,-15.09,0.55,917.8,542.6,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0102
501,1785364543.301,917.8,554.7,0,0.896,-42.2,2.6,42.2,-14.76,0.55,917.8,542.6,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0121
502,1785364543.316,917.8,554.7,0,0.896,-42.2,2.6,42.2,-14.76,0.55,917.8,542.6,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0147
503,1785364543.333,915.6,553.5,0,0.904,-44.4,1.3,44.4,-15.64,0.23,915.6,541.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0166
504,1785364543.348,915.6,553.5,0,0.904,-44.4,1.3,44.4,-15.53,0.27,915.6,541.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0148
505,1785364543.361,920.9,552.9,0,0.903,-39.1,0.7,39.1,-13.41,0.13,920.9,540.7,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0130
506,1785364543.376,920.9,552.9,0,0.903,-39.1,0.7,39.1,-13.68,0.14,920.9,540.7,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0158
507,1785364543.390,932.9,553.2,0,0.909,-27.1,1.2,27.1,-8.87,0.28,932.9,541.2,"[[-6, 0], [-3, 0]]",0,0.0140
508,1785364543.401,932.9,553.2,0,0.909,-27.1,1.2,27.1,-9.47,0.26,932.9,541.2,"[[-6, 0], [-3, 0]]",0,0.0105
509,1785364543.411,932.9,553.2,0,0.909,-27.1,1.2,27.1,-9.47,0.26,932.9,541.2,"[[-6, 0], [-3, 0]]",0,0.0103
510,1785364543.422,949.3,540.9,1,0.850,-10.7,-2.1,10.8,-2.93,-0.55,949.3,537.9,"[[-3, -1]]",0,0.0109
511,1785364543.431,949.3,540.9,1,0.850,-10.7,-2.1,10.8,-3.75,-0.45,949.3,537.9,"[[-4, 0]]",0,0.0089
512,1785364543.440,949.3,540.9,1,0.850,-10.7,-2.1,10.8,-3.75,-0.45,949.3,537.9,"[[-4, 0]]",0,0.0090
513,1785364543.451,949.3,540.9,1,0.850,-10.7,-2.1,10.8,-3.75,-0.45,949.3,537.9,"[[-4, 0]]",0,0.0105
514,1785364543.460,959.8,553.9,0,0.888,-0.2,2.1,1.3,0.44,0.56,959.8,542.1,"[[0, 1]]",0,0.0091
515,1785364543.469,959.8,553.9,0,0.888,-0.2,2.1,1.3,-0.08,0.43,959.8,542.1,"[]",0,0.0092
516,1785364543.478,959.8,553.9,0,0.888,-0.2,2.1,1.3,-0.08,0.43,959.8,542.1,"[]",0,0.0096
517,1785364543.487,968.6,554.3,0,0.874,8.6,2.7,8.7,3.44,0.59,968.6,542.7,"[[3, 1]]",0,0.0090
518,1785364543.498,968.6,554.3,0,0.874,8.6,2.7,8.7,3.00,0.57,968.6,542.7,"[[3, 1]]",0,0.0106
519,1785364543.508,968.6,554.3,0,0.874,8.6,2.7,8.7,3.00,0.57,968.6,542.7,"[[3, 1]]",0,0.0104
520,1785364543.519,968.6,554.3,0,0.874,8.6,2.7,8.7,3.00,0.57,968.6,542.7,"[[3, 1]]",0,0.0110
521,1785364543.528,977.5,554.4,0,0.890,17.5,2.7,17.5,6.56,0.57,977.5,542.7,"[[5, 0], [1, 0]]",0,0.0084
