frame,timestamp,target_cx,target_cy,target_class,confidence,error_x,error_y,distance,output_x,output_y,aim_x,aim_y,steps,settled,dt
707,1785364545.348,979.1,538.7,1,0.878,19.1,-4.4,19.3,6.68,-0.92,979.1,535.6,"[[5, -1], [1, 0]]",0,0.0110
708,1785364545.357,990.2,540.2,1,0.784,30.2,-2.9,30.3,11.13,-0.56,990.2,537.1,"[[7, 0], [5, 0]]",0,0.0095
709,1785364545.368,990.2,540.2,1,0.784,30.2,-2.9,30.3,10.57,-0.60,990.2,537.1,"[[6, 0], [4, 0]]",0,0.0111
710,1785364545.378,990.2,540.2,1,0.784,30.2,-2.9,30.3,10.57,-0.60,990.2,537.1,"[[6, 0], [4, 0]]",0,0.0095
711,1785364545.387,1000.0,555.0,0,0.901,40.0,2.9,40.1,14.51,0.79,1000.0,542.9,"[[7, 0], [6, 0], [1, 0]]",0,0.0095
712,1785364545.399,1000.0,555.0,0,0.901,40.0,2.9,40.1,14.02,0.62,1000.0,542.9,"[[7, 0], [5, 0], [1, 0]]",0,0.0120
713,1785364545.414,1000.0,555.0,0,0.901,40.0,2.9,40.1,14.02,0.62,1000.0,542.9,"[[7, 0], [5, 0], [1, 0]]",0,0.0146
714,1785364545.425,996.2,556.9,0,0.899,36.2,4.9,36.3,12.47,1.10,996.2,544.9,"[[7, 1], [5, 0]]",0,0.0110
715,1785364545.436,996.2,556.9,0,0.899,36.2,4.9,36.3,12.67,1.04,996.2,544.9,"[[7, 1], [5, 0]]",0,0.0110
716,1785364545.448,996.2,556.9,0,0.899,36.2,4.9,36.3,12.67,1.04,996.2,544.9,"[[7, 1], [5, 0]]",0,0.0120
717,1785364545.459,986.8,558.6,0,0.904,26.8,6.5,27.0,8.89,1.40,986.8,546.5,"[[6, 1], [3, 0]]",0,0.0110
718,1785364545.472,986.8,558.6,0,0.904,26.8,6.5,27.0,9.37,1.35,986.8,546.5,"[[6, 1], [3, 0]]",0,0.0129
719,1785364545.484,986.8,558.6,0,0.904,26.8,6.5,27.0,9.37,1.35,986.8,546.5,"[[6, 1], [3, 0]]",0,0.0119
720,1785364545.495,968.9,558.7,0,0.907,8.9,6.6,9.8,2.23,1.40,968.9,546.6,"[[2, 1]]",0,0.0114
721,1785364545.503,968.9,558.7,0,0.907,8.9,6.6,9.8,3.12,1.39,968.9,546.6,"[[3, 1]]",0,0.0074
722,1785364545.513,968.9,558.7,0,0.907,8.9,6.6,9.8,3.12,1.39,968.9,546.6,"[[3, 1]]",0,0.0101
723,1785364545.521,955.7,545.4,1,0.855,-4.3,2.3,4.5,-2.16,0.34,955.7,542.3,"[[-2, 0]]",0,0.0081
724,1785364545.529,955.7,545.4,1,0.855,-4.3,2.3,4.5,-1.50,0.47,955.7,542.3,"[[-1, 0]]",0,0.0080
725,1785364545.536,955.7,545.4,1,0.855,-4.3,2.3,4.5,-1.50,0.47,955.7,542.3,"[[-1, 0]]",0,0.0073
726,1785364545.545,955.7,545.4,1,0.855,-4.3,2.3,4.5,-1.50,0.47,955.7,542.3,"[[-1, 0]]",0,0.0088
727,1785364545.552,940.6,544.5,1,0.867,-19.4,1.5,19.4,-7.55,0.29,940.6,541.5,"[[-6, 0], [-2, 0]]",0,0.0075
728,1785364545.564,940.6,544.5,1,0.867,-19.4,1.5,19.4,-6.79,0.31,940.6,541.5,"[[-5, 0], [-1, 0]]",0,0.0110
729,1785364545.575,940.6,544.5,1,0.867,-19.4,1.5,19.4,-6.79,0.31,940.6,541.5,"[[-5, 0], [-1, 0]]",0,0.0118
730,1785364545.587,928.8,543.8,1,0.711,-31.2,0.8,31.2,-11.51,0.15,928.8,540.8,"[[-7, 0], [-5, 0]]",0,0.0112
731,1785364545.595,928.8,543.8,1,0.711,-31.2,0.8,31.2,-10.92,0.17,928.8,540.8,"[[-7, 0], [-4, 0]]",0,0.0085
732,1785364545.606,928.8,543.8,1,0.711,-31.2,0.8,31.2,-10.92,0.17,928.8,540.8,"[[-7, 0], [-4, 0]]",0,0.0111
733,1785364545.618,928.8,543.8,1,0.711,-31.2,0.8,31.2,-10.92,0.17,928.8,540.8,"[[-7, 0], [-4, 0]]",0,0.0117
734,1785364545.627,918.1,541.7,1,0.876,-41.9,-1.3,41.9,-15.20,-0.33,918.1,538.7,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0093
735,1785364545.641,918.1,541.7,1,0.876,-41.9,-1.3,41.9,-14.67,-0.27,918.1,538.7,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0139
736,1785364545.653,918.0,541.6,1,0.874,-42.0,-1.5,42.0,-14.69,-0.31,918.0,538.5,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0119
737,1785364545.664,918.0,541.6,1,0.874,-42.0,-1.5,42.0,-14.69,-0.31,918.0,538.5,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0106
738,1785364545.676,918.0,541.6,1,0.874,-42.0,-1.5,42.0,-14.69,-0.31,918.0,538.5,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0121
739,1785364545.687,927.8,554.8,0,0.894,-32.2,2.7,32.2,-10.77,0.69,927.8,542.7,"[[-7, 0], [-4, 0]]",0,0.0109
740,1785364545.696,927.8,554.8,0,0.894,-32.2,2.7,32.2,-11.26,0.57,927.8,542.7,"[[-7, 0], [-5, 0]]",0,0.0095
741,1785364545.706,927.8,554.8,0,0.894,-32.2,2.7,32.2,-11.26,0.57,927.8,542.7,"[[-7, 0], [-5, 0]]",0,0.0103
742,1785364545.716,927.8,554.8,0,0.894,-32.2,2.7,32.2,-11.26,0.57,927.8,542.7,"[[-7, 0], [-5, 0]]",0,0.0099
743,1785364545.727,944.4,554.6,0,0.904,-15.6,2.7,15.7,-4.64,0.56,944.4,542.7,"[[-5, 1]]",0,0.0110
744,1785364545.735,944.4,554.6,0,0.904,-15.6,2.7,15.7,-5.46,0.56,944.4,542.7,"[[-5, 1]]",0,0.0075
745,1785364545.743,944.4,554.6,0,0.904,-15.6,2.7,15.7,-5.46,0.56,944.4,542.7,"[[-5, 1]]",0,0.0082
746,1785364545.751,963.2,541.4,1,0.863,3.2,-1.5,3.3,2.06,-0.45,963.2,538.5,"[[2, 0]]",0,0.0083
747,1785364545.759,963.2,541.4,1,0.863,3.2,-1.5,3.3,1.12,-0.32,963.2,538.5,"[[1, 0]]",0,0.0075
748,1785364545.766,963.2,541.4,1,0.863,3.2,-1.5,3.3,1.12,-0.32,963.2,538.5,"[[1, 0]]",0,0.0076
749,1785364545.776,963.2,541.4,1,0.863,3.2,-1.5,3.3,1.12,-0.32,963.2,538.5,"[[1, 0]]",0,0.0099
750,1785364545.785,979.2,541.6,1,0.878,19.2,-1.4,19.2,7.51,-0.30,979.2,538.6,"[[6, 0], [2, 0]]",0,0.0088
751,1785364545.795,979.2,541.6,1,0.878,19.2,-1.4,19.2,6.71,-0.30,979.2,538.6,"[[5, 0], [1, 0]]",0,0.0095
752,1785364545.804,979.2,541.6,1,0.878,19.2,-1.4,19.2,6.71,-0.30,979.2,538.6,"[[5, 0], [1, 0]]",0,0.0096
753,1785364545.815,997.4,541.5,1,0.877,37.4,-1.5,37.5,14.02,-0.31,997.4,538.5,"[[7, 0], [5, 0], [1, 0]]",0,0.0112
754,1785364545.827,997.4,541.5,1,0.877,37.4,-1.5,37.5,13.11,-0.31,997.4,538.5,"[[7, 0], [5, 0], [1, 0]]",0,0.0119
755,1785364545.841,997.4,541.5,1,0.877,37.4,-1.5,37.5,13.11,-0.31,997.4,538.5,"[[7, 0], [5, 0], [1, 0]]",0,0.0139
756,1785364545.856,1015.7,553.5,0,0.901,55.7,1.3,55.8,20.43,0.37,1015.7,541.3,"[[9, 0], [7, 0], [5, 0]]",0,0.0144
757,1785364545.869,1015.7,553.5,0,0.901,55.7,1.3,55.8,19.51,0.28,1015.7,541.3,"[[9, 0], [6, 0], [4, 0]]",0,0.0133
758,1785364545.884,1015.7,553.5,0,0.901,55.7,1.3,55.8,19.51,0.28,1015.7,541.3,"[[9, 0], [6, 0], [4, 0]]",0,0.0147
759,1785364545.896,1013.5,553.4,0,0.903,53.5,1.3,53.5,18.62,0.28,1013.5,541.3,"[[9, 0], [6, 0], [4, 0]]",0,0.0127
760,1785364545.911,1013.5,553.4,0,0.903,53.5,1.3,53.5,18.73,0.28,1013.5,541.3,"[[9, 0], [6, 0], [4, 0]]",0,0.0146
761,1785364545.922,1007.2,553.5,0,0.906,47.2,1.3,47.2,16.20,0.28,1007.2,541.3,"[[8, 0], [6, 0], [2, 0]]",0,0.0115
762,1785364545.935,1007.2,553.5,0,0.906,47.2,1.3,47.2,16.51,0.28,1007.2,541.3,"[[8, 0], [6, 0], [3, 0]]",0,0.0127
763,1785364545.949,1007.2,553.5,0,0.906,47.2,1.3,47.2,16.51,0.28,1007.2,541.3,"[[8, 0], [6, 0], [3, 0]]",0,0.0136
764,1785364545.960,989.4,553.2,0,0.896,29.4,1.5,29.4,9.38,0.31,989.4,541.5,"[[6, 0], [3, 0]]",0,0.0110
765,1785364545.969,989.4,553.2,0,0.896,29.4,1.5,29.4,10.28,0.31,989.4,541.5,"[[6, 0], [4, 0]]",0,0.0094
766,1785364545.979,989.4,553.2,0,0.896,29.4,1.5,29.4,10.28,0.31,989.4,541.5,"[[6, 0], [4, 0]]",0,0.0101
767,1785364545.989,973.1,540.9,1,0.865,13.1,-2.2,13.2,3.79,-0.56,973.1,537.8,"[[4, -1]]",0,0.0100
768,1785364545.996,973.1,540.9,1,0.865,13.1,-2.2,13.2,4.60,-0.45,973.1,537.8,"[[5, 0]]",0,0.0071
769,1785364546.004,973.1,540.9,1,0.865,13.1,-2.2,13.2,4.60,-0.45,973.1,537.8,"[[5, 0]]",0,0.0080
770,1785364546.015,973.1,540.9,1,0.865,13.1,-2.2,13.2,4.60,-0.45,973.1,537.8,"[[5, 0]]",0,0.0110
771,1785364546.023,955.5,541.7,1,0.865,-4.5,-1.3,4.5,-2.44,-0.24,955.5,538.7,"[[-2, 0]]",0,0.0080
772,1785364546.031,955.5,541.7,1,0.865,-4.5,-1.3,4.5,-1.56,-0.27,955.5,538.7,"[[-2, 0]]",0,0.0073
773,1785364546.040,955.5,541.7,1,0.865,-4.5,-1.3,4.5,-1.56,-0.27,955.5,538.7,"[[-2, 0]]",0,0.0095
774,1785364546.048,955.5,541.7,1,0.865,-4.5,-1.3,4.5,-1.56,-0.27,955.5,538.7,"[[-2, 0]]",0,0.0078
775,1785364546.056,940.1,541.7,1,0.872,-19.9,-1.3,19.9,-7.75,-0.28,940.1,538.7,"[[-6, 0], [-2, 0]]",0,0.0084
776,1785364546.067,940.1,541.7,1,0.872,-19.9,-1.3,19.9,-6.98,-0.28,940.1,538.7,"[[-6, 0], [-1, 0]]",0,0.0108
777,1785364546.076,940.1,541.7,1,0.872,-19.9,-1.3,19.9,-6.98,-0.28,940.1,538.7,"[[-6, 0], [-1, 0]]",0,0.0093
778,1785364546.086,928.9,554.8,0,0.903,-31.1,2.9,31.1,-11.43,0.72,928.9,542.9,"[[-7, 0], [-5, 0]]",0,0.0092
779,1785364546.095,928.9,554.8,0,0.903,-31.1,2.9,31.1,-10.87,0.60,928.9,542.9,"[[-7, 0], [-4, 0]]",0,0.0091
780,1785364546.104,928.9,554.8,0,0.903,-31.1,2.9,31.1,-10.87,0.60,928.9,542.9,"[[-7, 0], [-4, 0]]",0,0.0091
781,1785364546.115,928.9,554.8,0,0.903,-31.1,2.9,31.1,-10.87,0.60,928.9,542.9,"[[-7, 0], [-4, 0]]",0,0.0112
782,1785364546.124,922.8,554.9,0,0.895,-37.2,3.1,37.2,-13.32,0.65,922.8,543.1,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0094
783,1785364546.137,922.8,554.9,0,0.895,-37.2,3.1,37.2,-13.02,0.64,922.8,543.1,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0124
784,1785364546.149,926.7,554.7,0,0.864,-33.3,2.9,33.3,-11.45,0.60,926.7,542.9,"[[-7, 0], [-5, 0]]",0,0.0122
785,1785364546.159,926.7,554.7,0,0.864,-33.3,2.9,33.3,-11.65,0.61,926.7,542.9,"[[-7, 0], [-5, 0]]",0,0.0104
786,1785364546.169,926.7,554.7,0,0.864,-33.3,2.9,33.3,-11.65,0.61,926.7,542.9,"[[-7, 0], [-5, 0]]",0,0.0101
787,1785364546.182,926.7,554.7,0,0.864,-33.3,2.9,33.3,-11.65,0.61,926.7,542.9,"[[-7, 0], [-5, 0]]",0,0.0122
788,1785364546.192,945.0,554.3,0,0.864,-15.0,2.7,15.1,-4.33,0.57,945.0,542.7,"[[-4, 1]]",0,0.0100
789,1785364546.199,945.0,554.3,0,0.864,-15.0,2.7,15.1,-5.25,0.58,945.0,542.7,"[[-5, 1]]",0,0.0077
790,1785364546.209,945.0,554.3,0,0.864,-15.0,2.7,15.1,-5.25,0.58,945.0,542.7,"[[-5, 1]]",0,0.0093
791,1785364546.216,963.9,541.7,1,0.846,3.9,-1.3,4.0,2.32,-0.39,963.9,538.7,"[[2, 0]]",0,0.0073
792,1785364546.224,963.9,541.7,1,0.846,3.9,-1.3,4.0,1.38,-0.27,963.9,538.7,"[[1, 0]]",0,0.0083
793,1785364546.232,963.9,541.7,1,0.846,3.9,-1.3,4.0,1.38,-0.27,963.9,538.7,"[[1, 0]]",0,0.0076
794,1785364546.242,963.9,541.7,1,0.846,3.9,-1.3,4.0,1.38,-0.27,963.9,538.7,"[[1, 0]]",0,0.0098
795,1785364546.250,977.1,554.1,0,0.867,17.1,2.7,17.2,6.66,0.69,977.1,542.7,"[[5, 1], [1, 0]]",0,0.0079
796,1785364546.260,977.1,554.1,0,0.867,17.1,2.7,17.2,6.00,0.57,977.1,542.7,"[[5, 0], [1, 0]]",0,0.0103
797,1785364546.269,977.1,554.1,0,0.867,17.1,2.7,17.2,6.00,0.57,977.1,542.7,"[[5, 0], [1, 0]]",0,0.0088
798,1785364546.281,977.1,554.1,0,0.867,17.1,2.7,17.2,6.00,0.57,977.1,542.7,"[[5, 0], [1, 0]]",0,0.0125
799,1785364546.291,1000.8,554.8,0,0.868,40.8,3.3,40.8,15.46,0.70,1000.8,543.3,"[[8, 0], [6, 0], [2, 0]]",0,0.0095
800,1785364546.303,1000.8,554.8,0,0.868,40.8,3.3,40.8,14.28,0.69,1000.8,543.3,"[[7, 0], [5, 0], [1, 0]]",0,0.0126
801,1785364546.315,1000.8,554.8,0,0.868,40.8,3.3,40.8,14.28,0.69,1000.8,543.3,"[[7, 0], [5, 0], [1, 0]]",0,0.0117
802,1785364546.327,1013.4,553.6,0,0.879,53.4,1.9,53.5,19.34,0.37,1013.4,541.9,"[[9, 0], [6, 0], [4, 0]]",0,0.0119
803,1785364546.343,1013.4,553.6,0,0.879,53.4,1.9,53.5,18.71,0.41,1013.4,541.9,"[[9, 0], [6, 0], [4, 0]]",0,0.0158
804,1785364546.353,1011.6,553.9,0,0.908,51.6,1.9,51.7,17.99,0.40,1011.6,541.9,"[[8, 0], [6, 0], [3, 0]]",0,0.0105
805,1785364546.365,1011.6,553.9,0,0.908,51.6,1.9,51.7,18.08,0.40,1011.6,541.9,"[[8, 0], [6, 0], [3, 0]]",0,0.0118
806,1785364546.378,1011.6,553.9,0,0.908,51.6,1.9,51.7,18.08,0.40,1011.6,541.9,"[[8, 0], [6, 0], [3, 0]]",0,0.0128
807,1785364546.390,999.7,552.5,0,0.890,39.7,0.7,39.7,13.31,0.10,999.7,540.7,"[[7, 0], [5, 0], [1, 0]]",0,0.0118
808,1785364546.402,999.7,552.5,0,0.890,39.7,0.7,39.7,13.90,0.14,999.7,540.7,"[[7, 0], [5, 0], [1, 0]]",0,0.0119
809,1785364546.414,999.7,552.5,0,0.890,39.7,0.7,39.7,13.90,0.14,999.7,540.7,"[[7, 0], [5, 0], [1, 0]]",0,0.0128
810,1785364546.426,985.2,551.8,0,0.883,25.2,0.1,25.2,8.11,0.01,985.2,540.1,"[[6, 0], [2, 0]]",0,0.0118
811,1785364546.438,985.2,551.8,0,0.883,25.2,0.1,25.2,8.84,0.03,985.2,540.1,"[[6, 0], [3, 0]]",0,0.0113
812,1785364546.449,985.2,551.8,0,0.883,25.2,0.1,25.2,8.84,0.03,985.2,540.1,"[[6, 0], [3, 0]]",0,0.0118
813,1785364546.460,960.8,538.6,1,0.786,0.8,-4.5,2.8,-0.94,-1.08,960.8,535.5,"[[-1, -1]]",0,0.0107
814,1785364546.468,960.8,538.6,1,0.786,0.8,-4.5,2.8,0.29,-0.94,960.8,535.5,"[[0, -1]]",0,0.0081
815,1785364546.477,960.8,538.6,1,0.786,0.8,-4.5,2.8,0.29,-0.94,960.8,535.5,"[[0, -1]]",0,0.0085
816,1785364546.484,938.2,538.7,1,0.884,-21.8,-4.4,22.0,-8.77,-0.92,938.2,535.6,"[[-6, -1], [-3, 0]]",0,0.0073
817,1785364546.494,938.2,538.7,1,0.884,-21.8,-4.4,22.0,-7.64,-0.92,938.2,535.6,"[[-6, -1], [-2, 0]]",0,0.0096
818,1785364546.504,938.2,538.7,1,0.884,-21.8,-4.4,22.0,-7.64,-0.92,938.2,535.6,"[[-6, -1], [-2, 0]]",0,0.0101
819,1785364546.516,938.2,538.7,1,0.884,-21.8,-4.4,22.0,-7.64,-0.92,938.2,535.6,"[[-6, -1], [-2, 0]]",0,0.0118
820,1785364546.526,924.7,538.5,1,0.871,-35.3,-4.6,35.4,-13.04,-0.97,924.7,535.4,"[[-7, -1], [-5, 0], [-1, 0]]",0,0.0102
821,1785364546.538,924.7,538.5,1,0.871,-35.3,-4.6,35.4,-12.37,-0.96,924.7,535.4,"[[-7, -1], [-5, 0]]",0,0.0125
822,1785364546.549,924.7,538.5,1,0.871,-35.3,-4.6,35.4,-12.37,-0.96,924.7,535.4,"[[-7, -1], [-5, 0]]",0,0.0107
823,1785364546.559,910.4,538.7,1,0.877,-49.6,-4.4,49.6,-18.06,-0.93,910.4,535.6,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0102
824,1785364546.574,910.4,538.7,1,0.877,-49.6,-4.4,49.6,-17.35,-0.93,910.4,535.6,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0148
825,1785364546.586,906.8,540.1,1,0.849,-53.2,-3.1,53.2,-18.79,-0.61,906.8,536.9,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0119
826,1785364546.597,906.8,540.1,1,0.849,-53.2,-3.1,53.2,-18.61,-0.65,906.8,536.9,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0113
827,1785364546.611,906.8,540.1,1,0.849,-53.2,-3.1,53.2,-18.61,-0.65,906.8,536.9,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0141
828,1785364546.623,918.7,541.5,1,0.848,-41.3,-1.6,41.3,-13.87,-0.29,918.7,538.4,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0123
829,1785364546.635,918.7,541.5,1,0.848,-41.3,-1.6,41.3,-14.46,-0.33,918.7,538.4,"[[-7, 0], [-6, 0], [-1, 0]]",0,0.0116
830,1785364546.649,918.7,541.5,1,0.848,-41.3,-1.6,41.3,-14.46,-0.33,918.7,538.4,"[[-7, 0], [-6, 0], [-1, 0]]",0,0.0136
831,1785364546.662,933.9,543.2,1,0.878,-26.1,0.0,26.1,-8.36,0.06,933.9,540.0,"[[-6, 0], [-2, 0]]",0,0.0128
832,1785364546.673,933.9,543.2,1,0.878,-26.1,0.0,26.1,-9.12,0.01,933.9,540.0,"[[-6, 0], [-3, 0]]",0,0.0114
833,1785364546.686,933.9,543.2,1,0.878,-26.1,0.0,26.1,-9.12,0.01,933.9,540.0,"[[-6, 0], [-3, 0]]",0,0.0127
834,1785364546.695,955.8,543.1,1,0.862,-4.2,0.1,4.2,-0.37,0.02,955.8,540.1,"[]",0,0.0096
835,1785364546.703,955.8,543.1,1,0.862,-4.2,0.1,4.2,-1.47,0.02,955.8,540.1,"[[-1, 0]]",0,0.0076
836,1785364546.713,955.8,543.1,1,0.862,-4.2,0.1,4.2,-1.47,0.02,955.8,540.1,"[[-1, 0]]",0,0.0098
837,1785364546.721,977.3,543.1,1,0.869,17.3,0.1,17.3,7.14,0.02,977.3,540.1,"[[6, 0], [2, 0]]",0,0.0082
838,1785364546.731,977.3,543.1,1,0.869,17.3,0.1,17.3,6.06,0.02,977.3,540.1,"[[5, 0], [1, 0]]",0,0.0105
839,1785364546.742,977.3,543.1,1,0.869,17.3,0.1,17.3,6.06,0.02,977.3,540.1,"[[5, 0], [1, 0]]",0,0.0109
840,1785364546.752,994.6,543.1,1,0.878,34.6,0.0,34.6,12.99,0.00,994.6,540.0,"[[7, 0], [5, 0], [1, 0]]",0,0.0097
841,1785364546.765,994.6,543.1,1,0.878,34.6,0.0,34.6,12.13,0.01,994.6,540.0,"[[7, 0], [5, 0]]",0,0.0126
